Name;Rating;Reviews;Size;Price;Restriction;Category;Genres;Last Updated;Age;Nationality;Gender
Private Dating;NaN;0;18k;$2.99;Everyone;DATING;Dating;July 25, 2017;68;GER;MALE
Ad Blocker for SayHi;NaN;4;1.2M;$3.99;Teen;DATING;Dating;August 2, 2018;47;ITA;FEMALE
AMBW Dating App: Asian Men Black Women Interracial;3.5;2;17M;$7.99;Mature;DATING;Dating;January 21, 2017;50;PRT;FEMALE
Zoosk Dating App: Meet Singles;4;516801;Varies with device;0;Mature;DATING;Dating;August 2, 2018;40;CZE;OTHER
OkCupid Dating;4.1;285726;15M;0;Mature;DATING;Dating;July 30, 2018;3;FRA;MALE
Match™ Dating - Meet Singles;3.7;76646;Varies with device;0;Mature;DATING;Dating;July 23, 2018;9;GER;MALE
Hily: Dating;4.1;2556;56M;0;Mature;DATING;Dating;August 1, 2018;16;ESP;OTHER
Hinge: Dating & Relationships;4.2;7779;12M;0;Mature;DATING;Dating;August 3, 2018;26;ITA;OTHER
Casual Dating & Adult Singles - Joyride;4.5;61637;11M;0;Mature;DATING;Dating;July 31, 2018;75;EST;FEMALE
BBW Dating & Plus Size Chat;4.4;12632;29M;0;Mature;DATING;Dating;July 27, 2018;69;RUS;OTHER
Moco - Chat;4.2;313724;Varies with device;0;Mature;DATING;Dating;August 4, 2018;23;GER;FEMALE
CMB Free Dating App;4;48845;40M;0;Mature;DATING;Dating;August 1, 2018;95;RUS;MALE
Hot or Not - Find someone right now;4.1;305708;Varies with device;0;Mature;DATING;Dating;August 2, 2018;21;GBR;FEMALE
eharmony - Online Dating App;3.1;31320;53M;0;Mature;DATING;Dating;July 30, 2018;59;RUS;FEMALE
Free Dating App & Flirt Chat - Match with Singles;4.4;172460;3.1M;0;Mature;DATING;Dating;August 4, 2018;60;ITA;MALE
Chispa;4.2;4195;24M;0;Mature;DATING;Dating;July 25, 2018;28;ESP;FEMALE
Clover Dating App;4.1;11633;23M;0;Mature;DATING;Dating;July 24, 2018;76;GER;OTHER
Black People Meet Singles Date;3.9;10212;5.0M;0;Mature;DATING;Dating;July 25, 2018;38;RUS;OTHER
Mingle2 - Free Online Dating & Singles Chat Rooms;4.3;37053;44M;0;Mature;DATING;Dating;August 3, 2018;57;PRT;MALE
Free Dating App & Flirt Chat - Cheers;4.4;667;27M;0;Mature;DATING;Dating;August 3, 2018;80;CZE;MALE
stranger chat - anonymous chat;3.5;13202;6.1M;0;Mature;DATING;Dating;July 7, 2018;46;FRA;MALE
Blendr - Chat;4;28671;Varies with device;0;Mature;DATING;Dating;August 1, 2018;25;USA;FEMALE
Free Dating Hook Up Messenger;3.3;1157;21M;0;Mature;DATING;Dating;January 27, 2017;41;EST;OTHER
Find Real Love — YouLove Premium Dating;4.5;212626;11M;0;Mature;DATING;Dating;July 31, 2018;93;ESP;FEMALE
Once - Quality Matches Every day;4.4;222888;21M;0;Mature;DATING;Dating;July 17, 2018;75;CZE;OTHER
BLK - Swipe. Match. Chat.;4.1;2067;24M;0;Mature;DATING;Dating;July 25, 2018;41;EST;OTHER
Cougar Dating Life : Date Older Women Sugar Mummy;3.9;1643;31M;0;Mature;DATING;Dating;July 3, 2018;38;SGP;OTHER
Howlr;3.9;105;27M;0;Mature;DATING;Dating;June 19, 2018;21;PRT;MALE
Stranger Chat & Date;3.6;3414;6.2M;0;Mature;DATING;Dating;June 6, 2018;32;GBR;FEMALE
Free Dating & Flirt Chat - Choice of Love;4;42194;Varies with device;0;Mature;DATING;Dating;July 24, 2018;55;ITA;FEMALE
RandoChat - Chat roulette;3.6;11806;12M;0;Mature;DATING;Dating;June 26, 2018;40;SGP;FEMALE
BeWild Free Dating & Chat App;3.4;1999;8.0M;0;Mature;DATING;Dating;February 3, 2017;46;SGP;OTHER
FastMeet: Chat;4.2;22544;5.9M;0;Mature;DATING;Dating;July 27, 2018;54;SGP;MALE
Free Dating App - YoCutie - Flirt;4.1;97684;7.9M;0;Mature;DATING;Dating;July 10, 2018;44;FRA;OTHER
OurTime Dating for Singles 50+;3.4;2519;5.0M;0;Mature;DATING;Dating;July 25, 2018;39;SGP;OTHER
FarmersOnly Dating;3;1146;1.4M;0;Mature;DATING;Dating;February 25, 2016;76;PRT;OTHER
Dating for 50 plus Mature Singles – FINALLY;4.6;13046;13M;0;Mature;DATING;Dating;July 31, 2018;97;FRA;MALE
Sudy – Meet Elite & Rich Single;4.1;17268;40M;0;Mature;DATING;Dating;June 25, 2018;28;FRA;MALE
Christian Dating For Free App;3.9;8722;13M;0;Mature;DATING;Dating;June 20, 2018;74;ESP;OTHER
Just She - Top Lesbian Dating;1.9;953;19M;0;Mature;DATING;Dating;July 18, 2018;61;SGP;OTHER
Single Parent Meet #1 Dating;3.5;2593;5.0M;0;Mature;DATING;Dating;July 25, 2018;32;GER;OTHER
EliteSingles – Dating for Single Professionals;2.5;5377;19M;0;Mature;DATING;Dating;July 31, 2018;62;GER;OTHER
Millionaire Match: Rich Singles Dating App;3.9;852;27M;0;Mature;DATING;Dating;July 30, 2018;29;CZE;MALE
InterracialCupid - Interracial Dating App;3.4;212;3.0M;0;Mature;DATING;Dating;June 13, 2018;32;FRA;MALE
Sugar Mommas Dating And Single Search;3.5;1972;13M;0;Mature;DATING;Dating;May 12, 2018;60;USA;FEMALE
Hide App;4.4;35206;7.2M;0;Everyone;DATING;Dating;May 21, 2018;22;ESP;FEMALE
muzmatch: Muslim & Arab Singles;3.8;5164;25M;0;Mature;DATING;Dating;July 24, 2018;73;ESP;FEMALE
NoBuffDating - Free Dating App;4.2;1939;Varies with device;0;Mature;DATING;Dating;January 8, 2017;90;RUS;FEMALE
Sugar Daddy Dating App;2.5;277;5.7M;0;Mature;DATING;Dating;December 4, 2017;83;EST;OTHER
Adult Dirty Emojis;2.8;80;5.5M;0;Teen;DATING;Dating;November 6, 2017;31;PRT;FEMALE
Free Dating App - Meet Local Singles - Flirt Chat;4.1;825;Varies with device;0;Mature;DATING;Dating;December 28, 2017;27;GBR;MALE
Meet4U - Chat;4.2;40035;6.5M;0;Mature;DATING;Dating;July 27, 2018;19;SGP;OTHER
SnpCupid Dating;3.5;1093;5.8M;0;Mature;DATING;Dating;January 28, 2017;65;CZE;FEMALE
Chat Rooms;4.3;135418;Varies with device;0;Mature;DATING;Dating;July 7, 2018;19;GER;OTHER
Adult Dating - AdultFinder;3.3;1601;3.8M;0;Mature;DATING;Dating;February 1, 2017;50;GBR;FEMALE
Gay Sugar Daddy Dating & Hookup – Sudy Gay;4.1;2212;41M;0;Mature;DATING;Dating;June 20, 2018;89;ITA;MALE
Meet24 - Love;4.2;57081;7.9M;0;Mature;DATING;Dating;July 27, 2018;66;GBR;MALE
BBWCupid - BBW Dating App;3.5;241;2.8M;0;Mature;DATING;Dating;June 1, 2018;17;USA;MALE
ChatVideo Meet new people;4.2;63986;20M;0;Mature;DATING;Dating;May 31, 2018;79;EST;MALE
TryDate - Free Online Dating App;4.4;7888;15M;0;Mature;DATING;Dating;April 29, 2018;65;EST;OTHER
Black White Interracial Dating - Interracial Match;4.1;535;28M;0;Mature;DATING;Dating;March 29, 2018;21;GBR;MALE
USA Singles Meet;4.2;5084;9.6M;0;Mature;DATING;Dating;August 3, 2018;95;FRA;FEMALE
FlirtChat - ♥Free Dating/Flirting App♥;4.3;2430;13M;0;Mature;DATING;Dating;July 26, 2018;65;GER;FEMALE
OkCupid Dating;4.1;285726;15M;0;Mature;DATING;Dating;July 30, 2018;46;EST;FEMALE
CMB Free Dating App;4;48845;40M;0;Mature;DATING;Dating;August 1, 2018;32;RUS;OTHER
Hily: Dating;4.1;2556;56M;0;Mature;DATING;Dating;August 1, 2018;81;EST;MALE
Hinge: Dating & Relationships;4.2;7779;12M;0;Mature;DATING;Dating;August 3, 2018;47;CZE;MALE
The League;3;837;9.4M;0;Mature;DATING;Dating;July 16, 2018;35;ITA;MALE
BBW Dating & Plus Size Chat;4.4;12632;29M;0;Mature;DATING;Dating;July 27, 2018;79;FRA;FEMALE
Casual Dating & Adult Singles - Joyride;4.5;61637;11M;0;Mature;DATING;Dating;July 31, 2018;62;SGP;FEMALE
EliteSingles – Dating for Single Professionals;2.5;5377;19M;0;Mature;DATING;Dating;July 31, 2018;25;PRT;MALE
Clover Dating App;4.1;11633;23M;0;Mature;DATING;Dating;July 24, 2018;47;ESP;OTHER
Moco - Chat;4.2;313724;Varies with device;0;Mature;DATING;Dating;August 4, 2018;24;PRT;FEMALE
Herpes Dating: 1;4;738;27M;0;Mature;DATING;Dating;August 1, 2018;48;EST;FEMALE
Hot or Not - Find someone right now;4.1;305708;Varies with device;0;Mature;DATING;Dating;August 2, 2018;74;USA;MALE
Just She - Top Lesbian Dating;1.9;953;19M;0;Mature;DATING;Dating;July 18, 2018;96;SGP;OTHER
Heart mill;3.3;4631;45M;0;Mature;DATING;Dating;August 4, 2018;29;GBR;FEMALE
Once - Quality Matches Every day;4.4;222888;21M;0;Mature;DATING;Dating;July 17, 2018;94;FRA;MALE
Sudy – Meet Elite & Rich Single;4.1;17268;40M;0;Mature;DATING;Dating;June 25, 2018;73;PRT;FEMALE
muzmatch: Muslim & Arab Singles;3.8;5164;25M;0;Mature;DATING;Dating;July 24, 2018;85;ESP;OTHER
95Live -SG#1 Live Streaming App;4.1;4953;15M;0;Teen;DATING;Dating;August 1, 2018;56;FRA;OTHER
Chispa;4.2;4195;24M;0;Mature;DATING;Dating;July 25, 2018;44;CZE;FEMALE
Blendr - Chat;4;28671;Varies with device;0;Mature;DATING;Dating;August 1, 2018;11;CZE;MALE
Find Real Love — YouLove Premium Dating;4.5;212626;11M;0;Mature;DATING;Dating;July 31, 2018;79;EST;FEMALE
Mutual - LDS Dating;3.7;1439;38M;0;Mature;DATING;Dating;July 30, 2018;38;RUS;FEMALE
Cougar Dating Life : Date Older Women Sugar Mummy;3.9;1645;31M;0;Mature;DATING;Dating;July 3, 2018;94;USA;FEMALE
stranger chat - anonymous chat;3.5;13204;6.1M;0;Mature;DATING;Dating;July 7, 2018;24;GER;MALE
Millionaire Match: Rich Singles Dating App;3.9;853;27M;0;Mature;DATING;Dating;July 30, 2018;17;ITA;OTHER
2RedBeans;4;337;32M;0;Mature;DATING;Dating;July 31, 2018;98;GER;OTHER
Dating for 50 plus Mature Singles – FINALLY;4.6;13049;13M;0;Mature;DATING;Dating;July 31, 2018;69;GBR;FEMALE
SweetRing - Meet;4;51698;63M;0;Mature;DATING;Dating;July 26, 2018;19;ITA;FEMALE
BiggerCity: Chat for gay bears;4.1;923;44M;0;Mature;DATING;Dating;August 2, 2018;71;PRT;MALE
Moco+ - Chat;4.2;1546;Varies with device;$3.99;Mature;DATING;Dating;June 19, 2018;83;CZE;MALE
SilverSingles: The 50+ Dating App;3.3;149;16M;0;Mature;DATING;Dating;July 31, 2018;23;ITA;OTHER
Herpes Positive Singles Dating;4.4;198;28M;0;Mature;DATING;Dating;May 18, 2018;90;RUS;FEMALE
Chat Rooms;4.3;135420;Varies with device;0;Mature;DATING;Dating;July 7, 2018;72;GER;MALE
FastMeet: Chat;4.2;22545;5.9M;0;Mature;DATING;Dating;July 27, 2018;89;ITA;MALE
Christian Dating For Free App;3.9;8723;13M;0;Mature;DATING;Dating;June 20, 2018;50;RUS;MALE
Glam - Premium Dating App;4.3;23170;9.0M;0;Mature;DATING;Dating;July 25, 2018;42;USA;FEMALE
iDates - Chats;3.4;13890;20M;0;Mature;DATING;Dating;June 19, 2018;17;EST;FEMALE
Meet24 - Love;4.2;57083;7.9M;0;Mature;DATING;Dating;July 27, 2018;57;RUS;OTHER
Black White Interracial Dating - Interracial Match;4.1;537;28M;0;Mature;DATING;Dating;March 29, 2018;87;RUS;OTHER
JustDating;4;13440;49M;0;Mature;DATING;Dating;August 3, 2018;76;USA;MALE
Interracial Match Dating App;3.6;143;27M;0;Mature;DATING;Dating;July 23, 2018;27;GBR;MALE
Russian Dating & Chat for Russian speaking RusDate;4.2;1059;18M;0;Mature;DATING;Dating;July 26, 2018;82;GER;OTHER
Sky People (SPI): A secure blind date through authentication by Seoul National University;3.5;894;14M;0;Mature;DATING;Dating;July 17, 2018;21;GER;OTHER
Sweet mi - unlimited hunnam hunting blind date;4;6191;27M;0;Mature;DATING;Dating;July 12, 2018;45;EST;MALE
Gay Sugar Daddy Dating & Hookup – Sudy Gay;4.1;2212;41M;0;Mature;DATING;Dating;June 20, 2018;63;USA;FEMALE
Mingle - Online Dating App to Chat & Meet People;4.1;15081;38M;0;Mature;DATING;Dating;July 26, 2018;25;EST;MALE
Adult Dirty Emojis;2.8;80;5.5M;0;Teen;DATING;Dating;November 6, 2017;94;GBR;FEMALE
BBW Dating & Curvy Singles Chat- LargeFriends;4.4;218;27M;0;Mature;DATING;Dating;July 23, 2018;39;ESP;MALE
Hide App;4.4;35205;7.2M;0;Everyone;DATING;Dating;May 21, 2018;12;RUS;MALE
Hitwe - meet people and chat;4.2;243950;21M;0;Mature;DATING;Dating;May 10, 2018;49;ITA;MALE
A hundred;4.1;236;8.8M;0;Mature;DATING;Dating;March 29, 2018;82;ITA;OTHER
JustSayHi- Dating App. Chat & Meet Singles Nearby;4.2;5152;38M;0;Mature;DATING;Dating;July 26, 2018;85;GBR;MALE
FERZU - Furries Social Network;3.9;1576;Varies with device;0;Mature;DATING;Dating;February 16, 2018;27;FRA;FEMALE
WannaMeet – Dating & Chat App;4.1;6701;11M;0;Mature;DATING;Dating;June 29, 2018;54;USA;MALE
Meet4U - Chat;4.2;40039;6.5M;0;Mature;DATING;Dating;July 27, 2018;68;GBR;MALE
Luxy Pro- Elite Dating Single;3.9;742;26M;0;Mature;DATING;Dating;April 7, 2018;74;GBR;MALE
Dating Network;4;187;19M;0;Mature;DATING;Dating;July 26, 2018;83;FRA;MALE
Chatting - Free chat;4.2;2506;6.1M;0;Mature;DATING;Dating;June 15, 2017;74;CZE;OTHER
iPair-Meet;4.5;182986;77M;0;Mature;DATING;Dating;August 2, 2018;85;PRT;MALE
Meet;3.9;8661;9.5M;0;Mature;DATING;Dating;April 3, 2018;92;GER;OTHER
Transenger – Ts Dating and Chat for Free;3.6;8;14M;0;Mature;DATING;Dating;July 29, 2018;24;ITA;MALE
O-Star;4.4;59;38M;0;Everyone;DATING;Dating;July 19, 2018;40;GER;FEMALE
Free Cam Girls - Live Webcam;3.5;35;16M;0;Mature;DATING;Dating;July 16, 2018;26;EST;MALE
Cardi B Live Stream Video Chat - Prank;4.4;28;3.4M;0;Everyone;DATING;Dating;July 16, 2018;95;GER;OTHER
Live Girls Talk - Free Video Chat;4.8;125;4.7M;0;Mature;DATING;Dating;July 8, 2018;17;USA;OTHER
Live Talk - Free Text and Video Chat;4.6;185;5.0M;0;Mature;DATING;Dating;July 16, 2018;55;EST;FEMALE
Chat Kids - Chat Room For Kids;4.7;6;4.9M;0;Mature;DATING;Dating;July 24, 2018;41;PRT;FEMALE
Girls Live Chat - Free Text & Video Chat;4.8;110;4.9M;0;Mature;DATING;Dating;July 9, 2018;67;PRT;OTHER
Random Video Chat;NaN;3;16M;0;Mature;DATING;Dating;July 15, 2018;33;ITA;MALE
MouseMingle;2.7;3;3.9M;0;Mature;DATING;Dating;July 17, 2018;8;USA;OTHER
American Girls Mobile Numbers;5;5;4.4M;0;Mature;DATING;Dating;July 17, 2018;24;FRA;MALE
Random Video Chat App With Strangers;NaN;3;4.8M;0;Mature;DATING;Dating;July 17, 2018;75;GER;OTHER
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT;4.8;84;4.5M;0;Mature;DATING;Dating;July 6, 2018;6;CZE;OTHER
Awake Dating;5;2;70M;0;Mature;DATING;Dating;July 24, 2018;73;ESP;MALE
Live Chat - Free Video Chat Rooms;4.8;20;4.9M;0;Mature;DATING;Dating;July 15, 2018;24;SGP;MALE
Meet With Strangers: Video Chat & Dating;NaN;2;3.7M;0;Mature;DATING;Dating;July 16, 2018;31;GBR;OTHER
FREE LIVE TALK;4.9;776;4.9M;0;Mature;DATING;Dating;July 14, 2018;51;FRA;FEMALE
Random Chat App with Strangers;3;2;16M;0;Mature;DATING;Dating;July 17, 2018;90;CZE;FEMALE
Ost. Zombies Cast - New Music and Lyrics;NaN;1;4.6M;0;Teen;DATING;Dating;July 20, 2018;28;ITA;MALE
Dating White Girls;NaN;0;3.6M;0;Mature;DATING;Dating;July 20, 2018;58;RUS;FEMALE
Live Chat - Free Video Talk;4.7;14;21M;0;Mature;DATING;Dating;August 3, 2018;60;CZE;MALE
Geeks Dating;NaN;0;13M;0;Mature;DATING;Dating;July 10, 2018;69;SGP;FEMALE
Live chat - free video chat;NaN;1;8.7M;0;Mature;DATING;Dating;July 23, 2018;83;ESP;FEMALE
House party - live chat;1;1;9.2M;0;Mature;DATING;Dating;July 31, 2018;62;SGP;FEMALE
Fishing Brain & Boating Maps Marine;NaN;3;6.9M;0;Everyone;DATING;Dating;July 23, 2018;22;GBR;FEMALE
CAM5678 Video Chat;NaN;0;39M;0;Mature;DATING;Dating;July 13, 2018;33;PRT;FEMALE
Video chat live advices;NaN;0;8.0M;0;Everyone;DATING;Dating;July 10, 2018;27;CZE;FEMALE
chat live chat;NaN;24;3.9M;0;Mature;DATING;Dating;July 26, 2018;79;ITA;FEMALE
Pet Lovers Dating;NaN;0;14M;0;Mature;DATING;Dating;July 9, 2018;44;SGP;MALE
Friend Find: free chat + flirt dating app;NaN;23;11M;0;Mature;DATING;Dating;July 31, 2018;20;ESP;MALE
Latin Dating;NaN;0;13M;0;Mature;DATING;Dating;July 9, 2018;2;ITA;MALE
Spine- The dating app;5;5;9.3M;0;Teen;DATING;Dating;July 14, 2018;89;RUS;MALE
Online Chat Girls Meet;4.7;18;5.0M;0;Mature;DATING;Dating;July 25, 2018;65;CZE;MALE
Wifi Mingle;NaN;0;10.0M;0;Everyone;DATING;Dating;July 27, 2018;43;EST;OTHER
Girls Live Talk - Free Text and Video Chat;5;6;5.0M;0;Mature;DATING;Dating;August 1, 2018;4;RUS;FEMALE
Soy Luna - Top Music And Lyrics;NaN;1;5.0M;0;Teen;DATING;Dating;July 24, 2018;39;USA;FEMALE
When Will You Get Married;NaN;2;3.6M;0;Everyone;DATING;Dating;July 14, 2018;31;CZE;OTHER
HOW TO ASK A GIRL OUT;NaN;0;19M;0;Everyone;DATING;Dating;July 16, 2018;40;PRT;FEMALE
Online Girls Chat Group;5;5;5.0M;0;Mature;DATING;Dating;August 2, 2018;15;RUS;FEMALE
The DJ - Match with People;NaN;0;9.8M;0;Mature;DATING;Dating;August 2, 2018;34;RUS;FEMALE
Toronto Dating;NaN;0;14M;0;Mature;DATING;Dating;July 12, 2018;68;EST;OTHER
i miss you quotes and photos;NaN;0;5.0M;0;Everyone;DATING;Dating;July 22, 2018;32;RUS;FEMALE
JoJo Siwa Top Hits Music;NaN;0;4.9M;0;Teen;DATING;Dating;July 26, 2018;54;PRT;FEMALE
UK Girls Mobile Numbers;3;1;5.5M;0;Mature;DATING;Dating;July 19, 2018;17;GBR;MALE
chat saudi arabia;4.1;11;11M;0;Mature;DATING;Dating;July 14, 2018;52;RUS;OTHER
Chat Click - Dating Search;NaN;4;3.8M;0;Mature;DATING;Dating;July 11, 2018;15;RUS;FEMALE
Iraq love chat;NaN;14;5.0M;0;Teen;DATING;Dating;August 3, 2018;78;RUS;MALE
Healthy Relationships Guide;NaN;0;8.2M;0;Everyone;DATING;Dating;July 31, 2018;57;FRA;MALE
following;NaN;1;21M;0;Mature;DATING;Dating;July 24, 2018;91;ESP;FEMALE
Gods by Night;NaN;104;12M;0;Mature;DATING;Dating;July 22, 2018;68;USA;MALE
PlusOne;NaN;0;10M;0;Mature;DATING;Dating;July 17, 2018;93;GBR;OTHER
Love Calendar - Couple Sharing Calendar & CoupleDay;NaN;14;3.3M;0;Everyone;DATING;Dating;July 30, 2018;77;ESP;OTHER
Speeding Joyride & Car Meet App;5;3;25M;0;Mature;DATING;Dating;July 20, 2018;56;GER;FEMALE
LOBSTR - go on a lunch date;3.7;101;15M;0;Mature;DATING;Dating;July 24, 2018;87;USA;OTHER
Titanic App - Feminist Dating Application;4.5;120;10M;0;Mature;DATING;Dating;August 4, 2018;17;GER;OTHER
French Chat Room;4.2;24;4.9M;0;Mature;DATING;Dating;July 11, 2018;31;FRA;FEMALE
Soul Mate;NaN;0;4.4M;0;Mature;DATING;Dating;July 19, 2018;58;ESP;MALE
Diamond Engagement Rings;NaN;0;3.5M;0;Everyone;DATING;Dating;July 12, 2018;49;EST;FEMALE
Dating Tips For Men;NaN;0;7.8M;0;Everyone;DATING;Dating;July 9, 2018;81;ITA;OTHER
Halalguur;4.3;6;9.0M;0;Mature;DATING;Dating;July 26, 2018;62;ITA;OTHER
95Live -SG#1 Live Streaming App;4.1;4954;15M;0;Teen;DATING;Dating;August 1, 2018;52;ESP;OTHER
Just She - Top Lesbian Dating;1.9;954;19M;0;Mature;DATING;Dating;July 18, 2018;13;RUS;MALE
Hily: Dating;4.1;2560;56M;0;Mature;DATING;Dating;August 1, 2018;58;PRT;FEMALE
O-Star;4.4;59;38M;0;Everyone;DATING;Dating;July 19, 2018;44;SGP;OTHER
Random Video Chat;NaN;3;16M;0;Mature;DATING;Dating;July 15, 2018;6;ESP;FEMALE
Black People Meet Singles Date;3.9;10212;5.0M;0;Mature;DATING;Dating;July 25, 2018;29;EST;FEMALE
Howlr;3.9;105;27M;0;Mature;DATING;Dating;June 19, 2018;21;GER;OTHER
Find Lover;NaN;21;4.7M;0;Mature;DATING;Dating;July 27, 2018;6;CZE;MALE
Free Dating & Flirt Chat - Choice of Love;4;42197;Varies with device;0;Mature;DATING;Dating;July 24, 2018;6;USA;FEMALE
Cardi B Live Stream Video Chat - Prank;4.4;28;3.4M;0;Everyone;DATING;Dating;July 16, 2018;46;ESP;MALE
Chat Kids - Chat Room For Kids;4.7;6;4.9M;0;Mature;DATING;Dating;July 24, 2018;6;ITA;MALE
muzmatch: Muslim & Arab Singles;3.8;5168;25M;0;Mature;DATING;Dating;July 24, 2018;63;FRA;MALE
BBW Dating & Plus Size Chat;4.4;12633;29M;0;Mature;DATING;Dating;July 27, 2018;30;ESP;MALE
2Date Dating App;4.4;41605;8.1M;0;Mature;DATING;Dating;July 26, 2018;73;GER;OTHER
Transenger – Ts Dating and Chat for Free;3.6;8;14M;0;Mature;DATING;Dating;July 29, 2018;29;PRT;FEMALE
BBW Dating & Curvy Singles Chat- LargeFriends;4.4;218;27M;0;Mature;DATING;Dating;July 23, 2018;23;FRA;MALE
MouseMingle;2.7;3;3.9M;0;Mature;DATING;Dating;July 17, 2018;96;RUS;MALE
FlirtChat - ♥Free Dating/Flirting App♥;4.3;2433;13M;0;Mature;DATING;Dating;July 26, 2018;46;PRT;MALE
Live Talk - Free Text and Video Chat;4.6;185;5.0M;0;Mature;DATING;Dating;July 16, 2018;27;GBR;MALE
Adult Dirty Emojis;2.8;80;5.5M;0;Teen;DATING;Dating;November 6, 2017;23;FRA;MALE
Free Cam Girls - Live Webcam;3.5;35;16M;0;Mature;DATING;Dating;July 16, 2018;29;SGP;MALE
Random Video Chat App With Strangers;NaN;3;4.8M;0;Mature;DATING;Dating;July 17, 2018;24;GER;OTHER
Teenage Chat & Dating;3.4;5;14M;0;Mature;DATING;Dating;July 9, 2018;36;GBR;FEMALE
Live Girls Talk - Free Video Chat;4.8;125;4.7M;0;Mature;DATING;Dating;July 8, 2018;1;USA;FEMALE
Girls Online Talk - Free Text and Video Chat;4.7;791;3.7M;0;Mature;DATING;Dating;May 15, 2018;95;CZE;OTHER
Girls Live Chat - Free Text & Video Chat;4.8;110;4.9M;0;Mature;DATING;Dating;July 9, 2018;84;RUS;OTHER
Online Girls Chat;4.8;5323;3.5M;0;Mature;DATING;Dating;April 21, 2018;31;ESP;MALE
LIVE VIDEO TALK;4.7;478;4.5M;0;Mature;DATING;Dating;June 28, 2018;49;ESP;MALE
Free Dating App - Meet Local Singles - Flirt Chat;4.1;825;Varies with device;0;Mature;DATING;Dating;December 28, 2017;4;EST;MALE
SkyLove – Dating and chat;3.5;69;36M;0;Mature;DATING;Dating;August 4, 2018;47;ITA;MALE
Free Live Talk-Video Call;4.7;158;4.5M;0;Mature;DATING;Dating;July 5, 2018;20;USA;MALE
FindLoving;3.8;24;19M;0;Mature;DATING;Dating;August 2, 2018;22;FRA;FEMALE
Sugar Daddies Dating App;2.9;53;14M;0;Mature;DATING;Dating;July 10, 2018;46;USA;MALE
iPair-Meet;4.5;182986;77M;0;Mature;DATING;Dating;August 2, 2018;16;FRA;MALE
Free Dating Hook Up Messenger;3.3;1157;21M;0;Mature;DATING;Dating;January 27, 2017;84;ESP;FEMALE
Free Dating App - YoCutie - Flirt;4.1;97699;7.9M;0;Mature;DATING;Dating;July 10, 2018;39;ESP;OTHER
Chat Mexico: meet people;NaN;8;9.3M;0;Mature;DATING;Dating;July 2, 2018;62;GBR;FEMALE
Duolingo: Learn Languages Free;4.7;6289924;Varies with device;0;Everyone;EDUCATION;Education;;47;PRT;MALE
TED;4.6;181893;18M;0;Everyone;EDUCATION;Education;July 27, 2018;84;GBR;FEMALE
English Communication - Learn English for Chinese (Learn English for Chinese);4.7;2544;18M;0;Everyone;EDUCATION;Education;December 29, 2017;62;CZE;MALE
Khan Academy;4.6;85375;21M;0;Everyone;EDUCATION;Education;July 27, 2018;22;USA;MALE
Learn English with Wlingua;4.7;314299;3.3M;0;Everyone;EDUCATION;Education;May 2, 2018;95;GBR;FEMALE
Ai La Trieu Phu - ALTP Free;NaN;776;24M;0;Everyone;EDUCATION;Education;July 23, 2018;26;FRA;MALE
Princess Coloring Book;4.5;9770;39M;0;Everyone;EDUCATION;Education;;25;SGP;FEMALE
Learn Spanish - Español;4.7;32346;3.2M;0;Everyone;EDUCATION;Education;December 18, 2017;43;FRA;MALE
English Grammar Test;4.8;4075;5.1M;0;Everyone;EDUCATION;Education;June 22, 2018;71;USA;MALE
Speed Reading;4.6;10611;11M;0;Everyone;EDUCATION;Education;May 27, 2018;42;ITA;MALE
English for beginners;4.6;9321;27M;0;Everyone;EDUCATION;Education;July 18, 2018;82;RUS;OTHER
Flame - درب عقلك يوميا;4.6;56065;37M;0;Everyone;EDUCATION;Education;July 26, 2018;18;GER;OTHER
Mermaids;4.2;14286;Varies with device;0;Everyone;EDUCATION;Education;;68;ITA;FEMALE
Learn Japanese;4.9;133136;26M;0;Everyone;EDUCATION;Education;;5;EST;OTHER
Kids Mode;3.8;2469;11M;0;Everyone;EDUCATION;Education;March 23, 2018;16;GBR;FEMALE
PBS KIDS Video;4.2;36212;Varies with device;0;Everyone;EDUCATION;Education;;38;ITA;FEMALE
Dinosaurs Coloring Pages;4.4;390;41M;0;Everyone;EDUCATION;Education;;7;ESP;FEMALE
Cars Coloring Pages;4.4;1090;49M;0;Everyone;EDUCATION;Education;;21;FRA;OTHER
Babbel – Learn Languages;4.3;266948;21M;0;Everyone;EDUCATION;Education;July 30, 2018;1;EST;MALE
Math Tricks;4.5;342918;8.1M;0;Everyone;EDUCATION;Education;July 29, 2018;85;RUS;MALE
Monster Truck Driver & Racing;4.4;748;51M;0;Everyone;EDUCATION;Education;;77;PRT;OTHER
Learn English Words Free;4.6;172640;14M;0;Everyone;EDUCATION;Education;May 2, 2018;17;ESP;OTHER
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application;3.9;61;18M;0;Mature;EDUCATION;Education;May 28, 2018;94;PRT;FEMALE
English speaking texts;4.4;1619;3.0M;0;Everyone;EDUCATION;Education;July 20, 2018;92;ITA;MALE
Thai Handwriting;4.3;3168;19M;0;Everyone;EDUCATION;Education;October 26, 2017;11;ITA;MALE
THAI DICT 2018;4.4;29855;Varies with device;0;Mature;EDUCATION;Education;July 29, 2018;20;RUS;OTHER
